Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
90,Gujarat_24,Banaskantha_441,Vadgam_3738,Kaleda_156477,Kaleda,Kaleda,Dug Well,SGWD,BK-004,24.01773,72.63884,19.5,Unconfined,13.1,12.2,12.1,9.9,14.5,9.1,11.9,11.3,11.9,14.3,15.4,13.6,14.9,12.4,15.1,12.6
91,Gujarat_24,Banaskantha_441,Vadgam_3738,Kodaram_156481,Kodaram,NA,Piezometer,SGWD,BKPZ-074,23.96,72.58,97.49,Confined I,34,30.5,34.6,33.8,38.1,32.1,33.6,33.2,36.3,34.55,37.1,35.2,34.7,33.1,38.1,38
92,Gujarat_24,Banaskantha_441,Vadgam_3738,Mahi_156485,Mahi,Mahi_Pz,Piezometer,CGWB,W240143072225101,24.02861,72.38083,200.5,Confined II,152.02,149.82,153.28,147.01,162.62,NA,160.04,153.76,157.84,154.42,160.94,162.8,160.47,156.92,165.23,159.52
93,Gujarat_24,Banaskantha_441,Vadgam_3738,Memadpur_156490,Memadpur,NA,Piezometer,SGWD,G_1_BK_096,24.06,72.52,73.29,Unconfined,52.1,48.5,52.2,48.1,50.6,53.8,58.2,58.6,64.6,57.35,55.9,53.6,NA,NA,Dry,Dry
94,Gujarat_24,Banaskantha_441,Vadgam_3738,Meta_156492,Meta-Ii,NA,Piezometer,SGWD,BKPZ-077,24.04,72.34,150,Confined II,139.58,136.58,138.78,132.58,136.28,131.98,134.58,134.53,136.98,133.48,136.78,132.78,134.88,133.48,137.53,128.78
95,Gujarat_24,Banaskantha_441,Vadgam_3738,Mumanvas_156494,Mumanvas,NA,Piezometer,SGWD,BKPZ-082,24.15,72.65,60,Unconfined,19.5,15.4,17.2,17.9,20.9,13.9,16.2,15.6,25.3,19.5,22.4,18.3,18.6,17.6,23.1,16.2
96,Gujarat_24,Banaskantha_441,Vadgam_3738,Nanosana_156498,Nanosana,NA,Piezometer,SGWD,HPII_BK_021,23.98,72.44,81.16,Confined I,59.9,59.24,59.8,58.9,62.7,61.7,62.9,62.3,64.9,62.5,66.2,62.7,69.8,68.4,69.1,67.9
97,Gujarat_24,Banaskantha_441,Vadgam_3738,Sherpura (Majadar)_156513,Majadar,NA,Piezometer,SGWD,G_1_BK_095,24.05,72.41,60,Unconfined,56.1,52.7,53.2,50.2,54.2,52,52.3,52,55.85,53.2,55.5,50.8,55.7,51.7,Dry,Filled up
98,Gujarat_24,Banaskantha_441,Vadgam_3738,Sisrana_156515,Sisrana,NA,Piezometer,SGWD,BKPZ-075,24.07,72.61,51,Unconfined,21.2,15.5,17.4,16.7,20.4,14.5,17.7,17.1,22.6,18.85,21.5,16.1,22.2,20.55,24.9,22.1
99,Gujarat_24,Banaskantha_441,Vadgam_3738,Thuvar_508012,Thuvar,NA,Piezometer,SGWD,G_1_BK_098,24.14,72.61,40.31,Unconfined,25.5,21.8,23.3,22,23.3,20.3,21.9,22,25.6,23.5,24.9,21.1,23.95,22.8,Filled up,Filled up
100,Gujarat_24,Banaskantha_441,Vadgam_3738,Vadgam_156520,Vadgam,NA,Piezometer,SGWD,BKPZ-083,24.08,72.49,60.24,Unconfined,36.9,31.52,35,34.4,37.4,34.2,35.9,35.9,39.75,37.35,38.7,36,38.2,36.9,39.5,37.6
101,Gujarat_24,Gandhinagar_446,Dehgam_3776,NA,Dehgam-I,NA,Piezometer,SGWD,SABDPZ-43,23.17,72.81,173,Confined II,102.95,102.4,103.3,101.4,102.95,101.95,102.75,102.05,105.55,102.65,105.55,102.25,103.55,101.85,104.95,102.35
102,Gujarat_24,Gandhinagar_446,Dehgam_3776,NA,Dehgam-Ii,NA,Piezometer,SGWD,SABDPZ-44,23.17,72.81,134.24,Confined I,103.15,102.8,103.5,101.4,103.2,101.9,103,102,104.6,102.2,105.3,101.45,104.3,101.9,105,102.7
103,Gujarat_24,Gandhinagar_446,Dehgam_3776,NA,Dehgam-Iii,NA,Piezometer,SGWD,SABDPZ-45,23.17,72.81,96.02,Confined I,48.6,48.3,49.1,49.9,50.1,49.5,49.9,47.9,50.1,49.15,51.6,49.95,50.6,48.8,49.3,47.7
104,Gujarat_24,Gandhinagar_446,Dehgam_3776,NA,Dahegam,Dahegam,Piezometer,CGWB,W231015072503001,23.17083,72.84167,200,Confined II,62.45,62.45,63.35,67.98,74.56,67.62,73.91,NA,65.42,74.67,74.9,77.42,73.47,72.17,NA,73.52
105,Gujarat_24,Gandhinagar_446,Dehgam_3776,Aantroli_158577,Antroli,NA,Piezometer,SGWD,HPII_GNR_002,23.17,72.9,54.55,Unconfined,37.2,33.2,36.5,34.8,38.6,34.7,38.2,36.1,41.6,37.8,41.5,34.3,40.1,36.4,42.9,38.9
106,Gujarat_24,Gandhinagar_446,Dehgam_3776,Devkaran Na Muvada_158591,Devkaran Na Muvada,Devkaran Na Muvada,Piezometer,SGWD,SABDPZ-01,23.12667,72.95528,54.01,Unconfined,21.85,21.6,23.7,22.9,24.7,23.2,24.3,23.3,26.1,24.6,25.5,24.5,24.8,24.6,25.7,23.4
107,Gujarat_24,Gandhinagar_446,Dehgam_3776,Dharisana_158592,Dharisana,NA,Piezometer,SGWD,SABDPZ-46,23.26,72.85,121.93,Confined I,99.3,98.8,99.75,98.9,99.75,98.9,99.3,98.8,100.9,99.5,100.3,94.95,94.7,95.5,96.8,95.3
108,Gujarat_24,Gandhinagar_446,Dehgam_3776,Harsoli-Jivajini Muvadi_276163,Harsoli,Harsoli,Piezometer,SGWD,G_1_GNR_001,23.07972,72.815,88,Unconfined,44.25,43.9,45.95,44.9,48.3,45.8,47,46,52.3,50.8,51.1,49.9,50.3,50.2,53.5,51.6
109,Gujarat_24,Gandhinagar_446,Dehgam_3776,Hilol_158600,Hilol,Hilol,Piezometer,SGWD,G_1_GNR_002,23.02611,72.87528,88,Unconfined,33.85,33,31.65,29.9,30.35,28.5,31.7,29.1,34.7,30.5,35.2,30.7,33.7,29.9,36.2,33.2
110,Gujarat_24,Gandhinagar_446,Dehgam_3776,Jindva_158605,Jindva,NA,Piezometer,SGWD,SABDPZ-02,23.21,72.95,53.25,Unconfined,36.5,36,38,36.2,38.5,36.3,37.1,35.7,39.3,35.9,37.9,35.7,37.8,35.8,38.5,36.3
111,Gujarat_24,Gandhinagar_446,Dehgam_3776,Kadjodra_158608,Kadjodra,NA,Piezometer,SGWD,G_1_GNR_003,23.17,72.95,48,Unconfined,38.25,37.25,40.7,39.25,41.2,40.6,42,41.3,44.9,41.8,43.7,40.3,43.9,41.3,45,42.2
112,Gujarat_24,Gandhinagar_446,Dehgam_3776,Palaiya_158634,Palaiya,Palaiya,Dug Well,SGWD,AD-003,23.17861,72.84111,17,Unconfined,12.85,12.25,15.35,14.65,15.55,12.45,15.55,14.35,15.95,15.35,15.55,9.35,10.05,3.75,6.45,6.05
113,Gujarat_24,Gandhinagar_446,Dehgam_3776,Patna Kuva_158638,Patna Kuva,NA,Piezometer,SGWD,HPII_GNR_001,23.29,72.88,89.24,Unconfined,64.95,64.7,65.2,64.9,65.35,62.5,65.8,64.8,65.95,49.7,72.5,71,72.5,69.4,72.3,72
114,Gujarat_24,Gandhinagar_446,Dehgam_3776,Sanoda_158647,Sanoda,NA,Piezometer,SGWD,SABDPZ-03,23.22,72.81,84.27,Unconfined,35.6,33.85,35.55,32.6,35,33.3,35.4,34.6,36.1,34.2,44.6,37.8,39,36.2,38.6,32.8
115,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Bhat-I,NA,Piezometer,SGWD,GNPZ-003,23.11,72.64,119.91,Confined I,81.1,78.45,81.25,79.1,83.6,80.3,82.6,80.8,85.9,82.8,83.9,83.1,84.8,83.6,46.8,45.9
116,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Bhat-Ii,NA,Piezometer,SGWD,G_1_GNR_005,23.1,72.63,76,Unconfined,40.2,39.7,41.4,40.9,43.1,41.6,44.6,41.6,44.7,41.7,44.7,43.4,44.4,43.7,46.8,45.9
117,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Gandhinagar,NA,Piezometer,SGWD,GNPZ-001,23.2,72.65,199,Confined II,102.7,99.4,105.15,99.25,106.9,99.9,105.5,102.6,107.9,100.3,107.1,100.15,105.1,102.3,106.2,101.6
118,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Gandhinagar-Ii,NA,Piezometer,SGWD,G_1_GNR_007,23.2,72.65,87,Unconfined,52.25,51,52.2,51.3,51.7,49.4,50.1,47.6,48.9,47.15,47.9,44.6,46.5,45.2,47.6,45.5
119,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Indroda,NA,Piezometer,SGWD,HPII_GNR_003,23.2,72.66,98,Confined I,48.2,43.6,47.8,42.1,44.9,40,40.9,38.7,42.4,38.3,45.3,42.1,44.8,43,49.7,43.4
120,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Karai,NA,Piezometer,SGWD,G_1_GNR_008,23.14,72.66,59,Unconfined,36.85,35.2,37.8,37.4,39.1,36,36.8,36,40.7,42.1,43.1,42.3,43.2,43,45.1,42.7
121,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Koba,NA,Piezometer,SGWD,GNPZ-002,23.14,72.64,119.42,Confined I,66.3,65.7,69.1,67.3,70.4,65.2,69.5,67,73.85,69.4,74.3,72.8,81.7,78.9,82.5,80.4
122,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,NA,Koteshwar,NA,Piezometer,SGWD,G_1_GNR_009,23.1,72.62,60,Unconfined,25.1,24.7,25.6,24.5,25.6,23.6,28.4,27.3,30.8,26.3,26.4,25.6,27.2,26.4,28.9,26.2
123,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Adraj Moti_158435,Adraj Moti,NA,Piezometer,SGWD,GNPZ-004,23.26,72.57,150.11,Confined I,114.35,112.9,117.3,115,119.9,116,121.6,118.2,125.4,119.3,123.3,118.75,123.8,121.3,128.8,126.1
124,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Isanpur Mota_158453,Isanpur Mota-I,NA,Piezometer,SGWD,GNDPZ-129,23.22,72.77,107.13,Confined I,92.79,92.64,92.84,93.14,93.64,93.79,94.49,92.39,93.29,86.89,95.99,93.79,93.69,90.59,92.89,92.79
125,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Isanpur Mota_158453,Isanpur Mota-Ii,NA,Piezometer,SGWD,GNPZ-005,23.22,72.77,147,Confined I,113.15,112.65,112.9,108.8,114.9,112.5,113.3,111.8,116.1,108.8,116.8,110.1,113.4,107.6,113.6,111.2
126,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Isanpur Mota_158453,Isanpur Mota-Iii,NA,Piezometer,SGWD,GNPZ-006,23.22,72.77,196.5,Confined II,113.1,112.75,113.95,109.1,115.3,112.4,114.6,111.4,115.8,108.2,115.8,109.3,114.1,107.7,113.9,109.8
127,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Magodi_158466,Magodi,NA,Piezometer,SGWD,HPII_GNR_004,23.2,72.77,83,Unconfined,59.15,58.7,58.75,58.65,58.65,57.7,58.8,58.4,59.05,58.2,61.2,59.1,59.5,59,60.1,59.3
128,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Medra_158468,Medra,Medra,Piezometer,SGWD,GNDPZ-130,23.12,72.70583,121,confined I,67.85,66.35,69.75,67.65,68.65,67.65,70.65,70.85,73.05,70.05,84.85,83.75,83.35,81.15,90.35,89.65
129,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Mubarakpura_158540,Mubarakpura,NA,Piezometer,SGWD,HPII_GNR_008,23.35,72.68,84.35,Unconfined,75.3,72.4,72.8,71.6,72.2,71.2,71.8,71.2,73.8,71.4,71.8,71.1,70.6,70.4,70.6,70.1
130,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Sardhav_158485,Sardhav,Sardhav Pz -I,Piezometer,CGWB,W231750072342601,23.29722,72.57389,390,Confined III,134.5,131.25,136.13,122.94,137.5,113.63,117.5,118.56,144.75,141.25,NA,NA,NA,NA,NA,NA
131,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Sardhav_158485,Sardhav,Sardhav,Piezometer,CGWB,W231750072342601,23.29722,72.57389,450.69,Confined III,115.78,111.76,117.53,122.91,118.46,113.6,117.5,118.54,110.83,106.3,122.94,136.98,122.98,120.16,123.27,118.78
132,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Shertha_158488,Shertha,Kasturinagar(IFFCO),Piezometer,CGWB,W231125072331001,23.19028,72.55278,47,Unconfined,11.99,11.73,13.43,13.48,14.35,9.85,13.11,13.7,15.61,9.52,NA,NA,NA,NA,16.25,12.57
133,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Shertha_158488,Kasturinagar,Kasturinagar,Piezometer,CGWB,W231125072331001,23.19028,72.55278,48,Unconfined,11.99,11.73,13.43,13.48,14.35,9.85,13.11,13.7,15.61,9.52,14.15,14.47,14.2,12.72,15.65,NA
134,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Unava_158495,Unava,NA,Piezometer,SGWD,GNDPZ-132,23.33,72.66,118.25,Confined I,89.05,88.05,88.6,87.85,88.1,87.6,88.8,87.3,88.6,86.45,89,88.3,88.8,85.7,86.5,84.2
135,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Valad_158498,Valad,NA,Piezometer,SGWD,HPII_GNR_006,23.14,72.69,88,Unconfined,65.55,65.25,65.65,65.4,65.75,65,68.3,67.5,69.4,69.1,78.2,77.7,78.7,78.4,79.7,78
136,Gujarat_24,Gandhinagar_446,Kalol_3773,Bhoyan Moti_158514,Bhoyan Moti,NA,Piezometer,SGWD,HPII_GNR_007,23.16,72.45,238.7,Confined II,115.7,111.2,120.7,109.6,120.1,110.8,121.7,111.3,127.2,105.1,124.6,111.6,120.9,111,121.5,120.7
137,Gujarat_24,Gandhinagar_446,Kalol_3773,Chhatral_158518,Chhatral,NA,Piezometer,SGWD,MSHPZ-269,23.27,72.45,186.11,Confined II,115.1,109.4,117.25,106.55,120.2,110.4,117.5,111.5,120.4,106.2,125.9,119.9,131.4,119.9,129.4,123.5
138,Gujarat_24,Gandhinagar_446,Kalol_3773,Dingucha_158524,Dingucha-I,NA,Piezometer,SGWD,G_1_GNR_010,23.33,72.51,146.29,Confined I,118.2,117.4,117.95,117,117.5,117,118.6,113.2,118.8,116.65,119.4,116.1,117.7,112.7,121,118.5
139,Gujarat_24,Gandhinagar_446,Kalol_3773,Dingucha_158524,Dingucha-Ii,NA,Piezometer,SGWD,G_1_GNR_011,23.33,72.51,240,Confined II,144.8,138.5,150.6,136,152.7,143.5,157.3,149.9,158.3,138.5,155.9,140.1,157.6,141.8,156.3,151.4
140,Gujarat_24,Gandhinagar_446,Kalol_3773,Nardipur_158544,Nardipur,Nardipur  i,Piezometer,CGWB,W231955072340001,23.33194,72.56667,299.31,Confined II,95,95.25,96,96.56,96.31,92.25,NA,97.06,NA,98.31,96.89,NA,97.18,97.7,97.69,98.97
141,Gujarat_24,Gandhinagar_446,Kalol_3773,Nasmed_158545,Nasmed(Dabhla),Nasmed(Dabhla),Piezometer,SGWD,G_1_GNR_013,23.09861,72.41639,120,Confined I,39.1,37.7,39.8,35.7,39.3,33.3,38.2,34.7,40.4,33.5,86.8,77.35,85.9,78.9,88.8,81.5
142,Gujarat_24,Gandhinagar_446,Kalol_3773,Ola_158547,Ola,Kalol(Nest)_Pz_I,Piezometer,CGWB,W231530072282001,23.25833,72.47222,282,Confined II,64.63,64.31,65.63,61.09,62.59,57.78,73.81,141,NA,134.5,NA,NA,NA,NA,NA,130.06
143,Gujarat_24,Gandhinagar_446,Kalol_3773,Rancharada_158556,Rancharada,Rancharada,Piezometer,SGWD,MSHPZ-268,23.07139,72.44,239.92,Confined II,114.15,107.5,116.2,109.9,120.8,112.1,120.8,111.7,117.2,96.4,132.6,115.1,125,119.5,123.6,121.2
144,Gujarat_24,Gandhinagar_446,Mansa_3774,NA,Mansa (M),Mansa,Piezometer,CGWB,W232523072395401,23.42306,72.665,300,Confined III,111,116.75,118.31,118.19,119.56,114.81,119.44,119.19,124.06,119.25,180.36,121.82,119.88,120.55,126.45,126.03
145,Gujarat_24,Gandhinagar_446,Mansa_3774,Aluva_158507,Aluva,NA,Piezometer,SGWD,MSHPZ-222,23.36,72.71,120,Confined I,94.05,90.25,92.75,91.1,94.3,90,92.1,91.6,97.8,90.05,97.75,93.1,96.5,89.1,98.9,94
146,Gujarat_24,Gandhinagar_446,Mansa_3774,Bilodra_244406,Bilodra,NA,Piezometer,SGWD,HPII_GNR_010,23.53,72.65,86.9,Unconfined,65.95,65.25,66.7,66.6,67.4,65.5,68.2,67.5,68.9,68.2,78.8,78.6,80.2,77.6,78.1,77.3
147,Gujarat_24,Gandhinagar_446,Mansa_3774,Charada_244409,Charada,Charada_Pz_I,Piezometer,CGWB,W232854072390602,23.48167,72.65167,174,Confined I,99.06,94.75,99.56,100.63,100.75,98,101.56,100.56,96.38,101.94,102.4,117.53,101.78,101.84,101.75,98.28
148,Gujarat_24,Gandhinagar_446,Mansa_3774,Charada_244409,Charada,Charada,Piezometer,CGWB,W232854072390601,23.48167,72.65167,252.4,Confined II,185.34,178.37,185.72,169.81,194.6,194.42,190.36,185.94,178.87,188.98,194.08,194.28,195.41,191.73,195.72,192.17
149,Gujarat_24,Gandhinagar_446,Mansa_3774,Delvad_244410,Delvad,NA,Piezometer,SGWD,HPII_GNR_011,23.39,72.72,88.15,Unconfined,51.9,50.55,51.9,51.2,52.65,52,52.6,50.7,57.8,60.7,81.1,80.8,82,80.2,81.2,79.3
150,Gujarat_24,Gandhinagar_446,Mansa_3774,Kharna_244420,Kharna-I,NA,Piezometer,SGWD,MSHPZ-237,23.45,72.59,119,Confined I,101.2,100.25,99.9,98.45,98.85,97.8,105.2,100.2,101.5,98.6,99.8,97.9,99.1,99,101,100.2
151,Gujarat_24,Gandhinagar_446,Mansa_3774,Kharna_244420,Kharna-Iii,NA,Piezometer,SGWD,MSHPZ-239,23.45,72.59,193,Confined II,157.35,150.55,161.9,150.25,161.3,149.5,162.5,162,166.8,148.65,167.5,148.3,168.2,147.8,163.5,161.1
152,Gujarat_24,Gandhinagar_446,Mansa_3774,Limbodara_158538,Limbodara,NA,Piezometer,SGWD,G_1_GNR_012,23.38,72.68,136,Confined I,79.05,78.3,78.65,78.4,79.2,78.7,79.8,77.4,79.25,77.1,79.95,79.1,80.3,78.4,79.9,79.2
153,Gujarat_24,Gandhinagar_446,Mansa_3774,Lodra_244423,Lodra,Lodra,Piezometer,SGWD,SSGNPZ-011,23.46389,72.72028,57.8,Unconfined,51.9,51.45,51.9,51.8,52.2,51.8,53.2,52.1,53.7,52.4,52.4,49.1,54.2,52,52.4,52.4
154,Gujarat_24,Gandhinagar_446,Mansa_3774,Parbatpura_244430,Parbatpura,Parbatpura,Piezometer,SGWD,SSGNPZ-014,23.40417,72.62556,57.62,Unconfined,47.4,45.2,45.6,48.15,53.2,48.3,48.9,46.3,51.5,49.2,42.7,33.1,NA,NA,Dry,Dry
155,Gujarat_24,Gandhinagar_446,Mansa_3774,Pundhara_244432,Pundhara-I,NA,Piezometer,SGWD,G_1_GNR_014,23.48,72.74,100,Confined I,72.05,71.95,71.95,71.8,72.65,71,72.5,71.7,72.8,71.45,73.2,72.7,72.8,71.3,73.2,73.1
156,Gujarat_24,Gandhinagar_446,Mansa_3774,Pundhara_244432,Pundhara-Ii,NA,Piezometer,SGWD,G_1_GNR_015,23.48,72.74,180,Confined II,142.1,140.7,141.45,138.2,143.15,135.2,144.2,137.3,144.85,135.05,144.7,133.7,143.3,135.1,144.3,144.1
157,Gujarat_24,Gandhinagar_446,Mansa_3774,Rangpur_ 244433,Rangpur-Ii,NA,Piezometer,SGWD,MSHPZ-256,23.4616,72.76116,150,Confined II,112.25,109.7,110.35,102.5,110.2,109.4,113.9,110.7,112.1,109.5,115.4,109.6,110.9,106.2,110.5,109.2
158,Gujarat_24,Gandhinagar_446,Mansa_3774,Rangpur_ 244433,Rangpur-I,NA,Piezometer,SGWD,MSHPZ-240,23.46159,72.76116,104.1,Confined I,37.7,36.7,37.8,37.5,38.7,37.6,39.3,37.7,39.1,37.1,38.4,37.7,38.3,37.9,38.5,38
159,Gujarat_24,Gandhinagar_446,Mansa_3774,Samou_238436,Samou,Samou,Piezometer,SGWD,SSGNPZ-016,23.47028,72.58806,59.95,Unconfined,56.65,51.1,53.2,47.2,56.3,55,56.8,54.2,55.1,56.2,52.6,56.3,56.6,56.6,56.7,50.9
160,Gujarat_24,Kachchh_449,Anjar_3725,NA,Bhimasar,Bhimasar,Dug Well,SGWD,KC-20,23.18111,70.16139,16,Unconfined,15.15,13.65,13.85,10.1,14.35,13.8,14.4,14,14.5,4.1,15.4,4.95,15.4,5.15,15.6,4.15
161,Gujarat_24,Kachchh_449,Anjar_3725,NA,Chandrani,Chandrani,Piezometer,SGWD,G_1_KCH_001,23.29306,70.0375,89.96,Unconfined,57.45,55.83,57.65,55.85,56.1,55.9,56.28,55.98,57.68,56.68,58.65,57.65,84.7,83.13,83.2,82.9
162,Gujarat_24,Kachchh_449,Anjar_3725,NA,Mathak,Mathak,Dug Well,SGWD,KC-23,22.99639,70.02556,12.2,Unconfined,4.9,4.55,4.8,4.65,4.75,4.4,5.25,4.75,6.15,4.7,6.5,5.05,7.1,5.45,7.2,4.95
163,Gujarat_24,Kachchh_449,Anjar_3725,NA,Satapar,Satapar,Dug Cum Bore Well,SGWD,KC-27,23.16806,70.04417,18.4,Unconfined,7.15,5.8,14,6.1,7.5,6.9,7.6,7.05,9,8.9,9.2,8.8,9.3,8.95,9.15,8.35
164,Gujarat_24,Kachchh_449,Anjar_3725,NA,Varsamedi,Varsamedi,Piezometer,SGWD,G_1_KCH_005,23.15444,70.12667,89.96,Unconfined,7.75,6.38,7.13,6.58,6.55,6.7,7.28,6.88,8.08,7.73,9.05,9,NA,31.63,29.25,27.8
165,Gujarat_24,Kachchh_449,Anjar_3725,NA,Vira,Vira,Dug Well,SGWD,KC-24,22.94417,69.99556,8.8,Unconfined,7.05,6.1,7.15,4.3,6.6,6.2,6.7,6.4,7.4,6.6,8.05,6.95,8.1,6.65,8.2,6.35
166,Gujarat_24,Kachchh_449,Anjar_3725,Bhadroi_160141,Bhadroi,NA,Piezometer,SGWD,HP II KCH 002,23.14,69.95,200,Unconfined,84.65,83.5,84.85,83.6,NA,84.7,83.75,84.8,83.95,89.45,NA,NA,NA,NA,Dry,Dry
167,Gujarat_24,Kachchh_449,Anjar_3725,Dhamadka_160150,Dhamadka,NA,Piezometer,SGWD,G_1_KCH_002,23.31,70.18,89.3,Unconfined,55.85,54.28,55.95,54.18,55.73,54.4,55.63,54.53,56.18,55.13,56.9,56.8,71.1,67.73,68.8,68.2
168,Gujarat_24,Kachchh_449,Anjar_3725,Khedoi_160154,Khedoi,Khedoi,Piezometer,SGWD,G_1_KCH_003,23.06389,69.91861,90,Unconfined,62.55,61.18,62.85,61.28,62.73,61.6,62.68,61.68,64.03,62.78,64.75,63.65,64.55,62.98,64.1,63.4
169,Gujarat_24,Kachchh_449,Anjar_3725,Navagam_160170,Navagam,NA,Piezometer,SGWD,HP II KCH 003,23.31752,70.06832,90,Unconfined,68.05,66.9,68.55,66.95,67.7,67.15,67.95,67.35,69.35,68.1,70.05,68.95,82.25,80.95,82.1,81.8
170,Gujarat_24,Kachchh_449,Bhachau_3724,NA,Bharudia,Bharudia,Piezometer,SGWD,G_1_KCH_006,23.56667,70.4175,60,Unconfined,7.03,6.33,6.88,6.18,13.98,6.45,13.58,6.13,13.63,1.43,14.1,2.4,33.1,34.93,36.9,36.4
171,Gujarat_24,Kachchh_449,Bhachau_3724,NA,Kalyanpar,Kalyanpar,Piezometer,SGWD,HPII_KCH_006,23.84611,70.26806,33.5,Unconfined,8.45,6.85,8.95,6.95,8.25,6.8,8.3,6.95,8.65,8.25,9.45,9.15,9.05,3.85,8,6.15
172,Gujarat_24,Kachchh_449,Bhachau_3724,NA,Katariya,Katariya,Dug Well,SGWD,KC-17,23.27222,70.58167,11.9,Unconfined,7.95,7.65,8.25,7.75,8,7.6,8.15,7.85,9.05,7.9,9.45,8.05,9.5,7.9,9.55,8.65
173,Gujarat_24,Kachchh_449,Bhachau_3724,NA,Lakadiya,Lakadiya,Piezometer,SGWD,G_1_KCH_010,23.35333,70.56167,56,Unconfined,12.75,11.28,12.85,11.38,12.58,11.55,11.98,11.73,12.78,12.03,13.7,12.85,10.7,9.38,12.8,12.1
174,Gujarat_24,Kachchh_449,Bhachau_3724,NA,Lakadiya,Lakadiya,Dug Well,SGWD,KC-16,23.33,70.555,28,Unconfined,12.65,11.15,13.05,9.1,12.95,12.4,13.35,12.85,13.9,11.25,9.45,8.05,14.15,11.05,14.2,11.15
175,Gujarat_24,Kachchh_449,Bhachau_3724,NA,Samkhiyali,Samkhiyali,Piezometer,SGWD,SHP/191,23.305,70.51139,58.27,Unconfined,5.95,4.61,5.85,4.51,5.61,4.01,5.51,4.21,5.61,3.31,5.05,4.35,5.8,3.71,5.6,2.9
176,Gujarat_24,Kachchh_449,Bhachau_3724,NA,Vijpasar,Vijpasar,Piezometer,SGWD,HPII_KCH_008,23.34,70.43056,60,Unconfined,3.3,2.15,3.4,2.1,3.35,2.3,3.3,2.5,4.7,3.1,5.15,4,4.3,3.1,4.1,2.3
177,Gujarat_24,Kachchh_449,Bhachau_3724,Kharoi_160218,Kharoi,NA,Piezometer,SGWD,HP II KCH 007,23.46,70.36,90,Unconfined,5.95,4.45,6.05,4.5,5.95,5.15,5.9,5.35,6.35,6.05,7.45,6.95,4.5,5.3,6.5,3.05
178,Gujarat_24,Kachchh_449,Bhachau_3724,Kharoi_160218,Kharoi,Kharoi,Dug Well,CGWB,W232715070210001,23.45417,70.35,11.9,Unconfined,9.15,3.7,NA,8.29,9.25,8.35,10.1,9.75,9.57,5.05,7.11,2.6,5.65,7.95,6.54,4.64
179,Gujarat_24,Kachchh_449,Bhuj_3726,NA,Bhuj,NA,Piezometer,SGWD,G_1_KCH_015,23.24,69.68,88.8,Unconfined,29.9,28.63,29.95,28.78,29.18,29.15,29.83,29.68,31.03,28.83,31.9,31.75,32.65,31.13,33.2,32.15
180,Gujarat_24,Kachchh_449,Bhuj_3726,NA,Paddhar,NA,Piezometer,SGWD,HP II KCH 011,23.25,69.83,120,Unconfined,79.9,78.6,79.95,78.65,79.5,78.6,79.65,78.9,88.45,86.75,89.35,87.65,100.35,99.05,100.5,99.1
181,Gujarat_24,Kachchh_449,Bhuj_3726,NA,Baukho (Odhejava ),Baukho (Odhejava ),Piezometer,SGWD,G_1_KCH_012,23.31472,69.59944,75.75,Unconfined,3.45,2.13,3.6,2.23,3.28,2.4,3.38,2.43,4.18,2.13,5.05,3.15,5.15,3.78,6.55,6.15
